8192
 36 36 -37 13 -30 0 25 -7 -39 -8
 27 -2 35 42 7 15 -24 38 14 18
 44 -18 -41 34 -22 -20 -35 -25 3 -39
 46 -18 -3 -19 38 14 45 -12 22 44
 28 31 36 -31 -41 -15 27 40 37 9
 -47 -19 40 42 -4 -26 -6 46 1 -20
 47 36 -15 31 25 -19 34 -43 21 -4
 -26 -48 27 14 -8 2 -37 27 34 31
 -44 14 5 -41 37 47 -26 44 6 -42
 22 34 -10 -46 -14 16 -34 -49 0 -41
 -1 -6 23 -31 -27 -15 -3 48 38 0
 -12 -16 25 36 16 6 -45 -26 -26 26
 17 0 -18 27 -1 -23 -13 24 16 -27
 9 29 -36 7 41 -47 41 40 48 -16
 31 -4 -2 -20 -11 -1 48 25 -39 -46
 -14 39 20 28 28 -21 32 -6 18 33
 40 -6 37 -42 -43 -37 -24 16 -9 -34
 33 -18 43 42 23 23 -2 -46 36 23
 37 6 10 1 18 13 24 -24 -44 2
 21 -49 23 33 -12 -19 -29 22 -24 41
 22 28 -11 -17 32 -31 47 18 -32 17
 -13 -19 -5 36 -49 -27 3 -44 31 33
 -22 7 4 -45 31 -38 40 25 -31 -34
 0 -41 21 26 -21 -1 -17 -41 -15 32
 30 29 -6 27 -48 -48 4 -25 39 -29
 -48 -34 -2 44 24 4 23 23 38 -40
 22 -12 -49 -25 -31 -30 41 42 -36 12
 -18 40 -14 0 -28 -4 39 9 42 10
 32 -30 46 -16 -17 35 3 -16 -4 11
 13 47 38 -44 -24 -17 14 0 -22 -3
 -49 -47 19 3 -27 -10 44 -21 13 10
 -49 34 8 16 -38 15 -19 25 1 5
 6 46 12 26 -12 -32 14 -29 8 9
 -44 4 29 -39 -48 -48 -29 35 -12 23
 -17 -44 2 27 19 40 -2 35 37 -15
 20 1 -17 14 25 -8 -22 0 -3 -9
 -10 -11 32 -10 24 -31 25 -40 33 5
 -1 -48 8 -16 -44 46 13 22 -1 6
 -19 30 21 -33 21 11 28 27 -27 -10
 46 13 -7 2 0 3 -44 9 24 29
 14 -14 -20 19 19 9 35 -16 43 48
 -49 -26 -36 -43 29 -48 -36 -1 -8 -34
 0 34 -48 -10 -13 -19 -1 44 31 -5
 -49 -39 -1 4 25 16 1 14 -29 -37
 -9 47 -36 -28 -37 -7 -17 -24 -29 -12
 -7 -42 -37 13 28 33 31 -31 15 -14
 -46 27 -17 -10 -12 -40 31 -2 25 -28
 40 -49 36 -24 19 33 -36 45 31 42
 -41 46 18 36 -32 4 -28 -16 -45 -2
 45 28 -11 -4 34 18 -20 -17 21 47
 20 31 -10 -3 -14 42 29 35 -29 -17
 -14 19 0 -30 -12 26 -40 -46 -22 30
 -47 5 41 6 11 -49 -27 22 28 -21
 -22 -37 -38 -29 23 49 -30 25 34 16
 -8 20 -21 -1 36 -2 12 41 -21 -46
 47 14 48 22 -45 -48 25 -38 24 6
 3 37 -12 0 -22 0 41 16 -49 -40
 -6 -17 -33 -36 34 7 -17 -17 -22 -22
 22 -7 44 33 26 -14 -45 -21 38 -49
 -14 10 -36 -28 -39 -2 39 -14 -35 43
 7 14 38 41 18 7 -4 -42 14 -24
 18 2 13 -4 -36 -33 -5 47 35 -38
 -26 37 -34 18 -29 43 -33 -27 -10 -33
 -13 38 -41 46 23 -6 13 11 -32 8
 -43 -49 38 -49 38 -47 47 37 7 -35
 -43 23 -38 -1 -2 -36 7 3 -13 39
 6 2 11 38 -5 3 0 23 -25 -16
 44 31 11 -10 17 0 20 10 4 -6
 -32 7 46 -40 -20 -17 -25 -20 1 -3
