127
 36 36 -37 13 -30 0 25 -7 -39 -8
 27 -2 35 42 7 15 -24 38 14 18
 44 -18 -41 34 -22 -20 -35 -25 3 -39
 46 -18 -3 -19 38 14 45 -12 22 44
 28 31 36 -31 -41 -15 27 40 37 9
 -47 -19 40 42 -4 -26 -6 46 1 -20
 47 36 -15 31 25 -19 34 -43 21 -4
 -26 -48 27 14 -8 2 -37 27 34 31
 -44 14 5 -41 37 47 -26 44 6 -42
 22 34 -10 -46 -14 16 -34 -49 0 -41
 -1 -6 23 -31 -27 -15 -3 48 38 0
 -12 -16 25 36 16 6 -45 -26 -26 26
 17 0 -18 27 -1 -23 -13 24

 16 -27 9 29 -36 7 41 -47 41 40
 48 -16 31 -4 -2 -20 -11 -1 48 25
 -39 -46 -14 39 20 28 28 -21 32 -6
 18 33 40 -6 37 -42 -43 -37 -24 16
 -9 -34 33 -18 43 42 23 23 -2 -46
 36 23 37 6 10 1 18 13 24 -24
 -44 2 21 -49 23 33 -12 -19 -29 22
 -24 41 22 28 -11 -17 32 -31 47 18
 -32 17 -13 -19 -5 36 -49 -27 3 -44
 31 33 -22 7 4 -45 31 -38 40 25
 -31 -34 0 -41 21 26 -21 -1 -17 -41
 -15 32 30 29 -6 27 -48 -48 4 -25
 39 -29 -48 -34 -2 44 24 4
